Dept_name,metric_code,Store_id,Subdept,metric_date,metric_value
Deli,WASTE_LBS,8,4A,2024-12-08,2.81
Grocery,REVENUE_USD,8,4A,2024-12-08,4736.5
Deli,REVENUE_USD,8,30C,2024-12-08,5436.73
Bakery,SYSTEM_ON,8,4A,2024-12-08,1.0
Meat,REVENUE_USD,8,20A,2024-12-08,4545.8
Dairy,UNITS_SOLD,8,15B,2024-12-08,573.89
Produce,SYSTEM_ON,9,4A,2024-12-08,1.0
Deli,CUST_COUNT,9,15B,2024-12-08,1060.38
Dairy,CUST_COUNT,9,4A,2024-12-08,905.73
Meat,REVENUE_USD,9,30C,2024-12-08,1927.8
Seafood,SYSTEM_ON,9,20A,2024-12-08,1.0
Produce,WASTE_LBS,9,4A,2024-12-08,5.47
Produce,CUST_COUNT,9,15B,2024-12-08,1620.91
Seafood,WASTE_LBS,9,15B,2024-12-08,14.77
Bakery,REVENUE_USD,9,30C,2024-12-08,5332.65
Seafood,UNITS_SOLD,9,4A,2024-12-08,469.77
Produce,CUST_COUNT,9,30C,2024-12-08,1160.95
Seafood,REVENUE_USD,9,15B,2024-12-08,6690.91
Meat,SYSTEM_ON,9,4A,2024-12-08,1.0
Produce,CUST_COUNT,9,20A,2024-12-08,938.49
Grocery,SYSTEM_ON,9,30C,2024-12-08,1.0
Bakery,UNITS_SOLD,9,4A,2024-12-08,481.33
Produce,WASTE_LBS,9,15B,2024-12-08,17.7
Produce,UNITS_SOLD,9,20A,2024-12-08,477.61
Deli,REVENUE_USD,9,15B,2024-12-08,3428.68
Dairy,UNITS_SOLD,10,30C,2024-12-08,659.43
Produce,WASTE_LBS,10,15B,2024-12-08,25.9
Bakery,SYSTEM_ON,10,30C,2024-12-08,1.0
Grocery,WASTE_LBS,10,20A,2024-12-08,16.99
Produce,REVENUE_USD,10,15B,2024-12-08,4560.63
Bakery,SYSTEM_ON,10,15B,2024-12-08,1.0
Meat,WASTE_LBS,10,15B,2024-12-08,20.96
Dairy,UNITS_SOLD,10,4A,2024-12-08,461.5
Grocery,CUST_COUNT,10,20A,2024-12-08,1374.44
Seafood,CUST_COUNT,10,15B,2024-12-08,863.95
Produce,UNITS_SOLD,10,15B,2024-12-08,380.37
Seafood,WASTE_LBS,10,20A,2024-12-08,10.16
Produce,SYSTEM_ON,1,30C,2024-12-09,1.0
Seafood,WASTE_LBS,1,10A,2024-12-09,21.37
Seafood,UNITS_SOLD,1,20A,2024-12-09,433.0
Grocery,CUST_COUNT,1,10A,2024-12-09,944.5
Bakery,CUST_COUNT,1,20A,2024-12-09,1310.33
Meat,WASTE_LBS,1,30C,2024-12-09,0.0
Grocery,WASTE_LBS,1,15B,2024-12-09,25.7
Dairy,UNITS_SOLD,1,20A,2024-12-09,385.67
Grocery,UNITS_SOLD,1,4A,2024-12-09,284.73
Seafood,WASTE_LBS,1,10A,2024-12-09,11.76
Produce,WASTE_LBS,1,30C,2024-12-09,32.34
Deli,SYSTEM_ON,1,30C,2024-12-09,1.0
Deli,CUST_COUNT,1,4A,2024-12-09,1131.49
Seafood,REVENUE_USD,1,4A,2024-12-09,4721.52
Deli,REVENUE_USD,1,20A,2024-12-09,5840.09
Dairy,UNITS_SOLD,1,30C,2024-12-09,494.32
Meat,REVENUE_USD,1,20A,2024-12-09,4527.95
Meat,WASTE_LBS,1,20A,2024-12-09,16.3
Grocery,UNITS_SOLD,1,15B,2024-12-09,507.37
Grocery,SYSTEM_ON,1,20A,2024-12-09,1.0
Produce,UNITS_SOLD,1,15B,2024-12-09,336.86
Produce,CUST_COUNT,2,10A,2024-12-09,1221.55
Deli,REVENUE_USD,2,10A,2024-12-09,5934.6
Seafood,WASTE_LBS,2,20A,2024-12-09,33.8
Produce,CUST_COUNT,2,30C,2024-12-09,1326.39
Deli,WASTE_LBS,2,15B,2024-12-09,43.69
Seafood,WASTE_LBS,2,10A,2024-12-09,7.3
Meat,UNITS_SOLD,2,30C,2024-12-09,401.58
Grocery,CUST_COUNT,2,20A,2024-12-09,1110.0
Bakery,CUST_COUNT,2,20A,2024-12-09,1036.3
Deli,CUST_COUNT,2,4A,2024-12-09,747.63
Deli,WASTE_LBS,2,30C,2024-12-09,0.58
Bakery,UNITS_SOLD,2,30C,2024-12-09,513.57
Grocery,REVENUE_USD,3,30C,2024-12-09,4273.18
Bakery,CUST_COUNT,3,10A,2024-12-09,1374.76
Grocery,CUST_COUNT,3,20A,2024-12-09,1208.61
Meat,UNITS_SOLD,3,10A,2024-12-09,569.93
Dairy,UNITS_SOLD,3,15B,2024-12-09,456.57
Grocery,UNITS_SOLD,3,15B,2024-12-09,589.68
Produce,SYSTEM_ON,3,20A,2024-12-09,1.0
Produce,CUST_COUNT,3,10A,2024-12-09,1435.46
Deli,CUST_COUNT,3,4A,2024-12-09,678.62
Dairy,WASTE_LBS,3,30C,2024-12-09,34.78
Bakery,REVENUE_USD,3,15B,2024-12-09,5732.38
Produce,SYSTEM_ON,3,30C,2024-12-09,1.0
Produce,REVENUE_USD,3,4A,2024-12-09,4790.68
Seafood,CUST_COUNT,3,20A,2024-12-09,1120.63
Grocery,SYSTEM_ON,3,15B,2024-12-09,1.0
Dairy,REVENUE_USD,4,20A,2024-12-09,5081.27
Produce,UNITS_SOLD,4,20A,2024-12-09,472.91
Deli,CUST_COUNT,4,10A,2024-12-09,639.22
Dairy,SYSTEM_ON,4,20A,2024-12-09,1.0
Seafood,REVENUE_USD,4,10A,2024-12-09,5812.75
Meat,UNITS_SOLD,4,30C,2024-12-09,424.79
Dairy,REVENUE_USD,4,30C,2024-12-09,3698.28
Meat,REVENUE_USD,4,4A,2024-12-09,5701.29
Dairy,REVENUE_USD,4,10A,2024-12-09,6355.13
Bakery,WASTE_LBS,4,4A,2024-12-09,29.23
Grocery,WASTE_LBS,4,20A,2024-12-09,22.62
Meat,UNITS_SOLD,4,15B,2024-12-09,573.37
Meat,WASTE_LBS,5,10A,2024-12-09,15.85
Dairy,WASTE_LBS,5,4A,2024-12-09,18.99
Bakery,REVENUE_USD,5,15B,2024-12-09,3388.56
Dairy,UNITS_SOLD,5,15B,2024-12-09,405.16
Seafood,WASTE_LBS,5,10A,2024-12-09,28.49
Dairy,REVENUE_USD,5,30C,2024-12-09,6360.35
Produce,CUST_COUNT,5,20A,2024-12-09,939.29
Deli,UNITS_SOLD,5,10A,2024-12-09,562.02
Bakery,SYSTEM_ON,6,20A,2024-12-09,1.0
Seafood,SYSTEM_ON,6,30C,2024-12-09,1.0
Deli,SYSTEM_ON,6,10A,2024-12-09,1.0
Meat,SYSTEM_ON,6,15B,2024-12-09,1.0
Deli,WASTE_LBS,6,15B,2024-12-09,39.28
Produce,WASTE_LBS,6,30C,2024-12-09,26.13
Deli,WASTE_LBS,6,20A,2024-12-09,41.71
Dairy,REVENUE_USD,6,15B,2024-12-09,4094.08
Produce,SYSTEM_ON,6,30C,2024-12-09,1.0
Deli,SYSTEM_ON,7,10A,2024-12-09,1.0
Meat,SYSTEM_ON,7,10A,2024-12-09,1.0
Dairy,SYSTEM_ON,7,10A,2024-12-09,1.0
Produce,SYSTEM_ON,7,10A,2024-12-09,1.0
Bakery,UNITS_SOLD,7,30C,2024-12-09,507.97
Dairy,CUST_COUNT,7,4A,2024-12-09,811.05
Seafood,SYSTEM_ON,7,4A,2024-12-09,1.0
Dairy,UNITS_SOLD,8,30C,2024-12-09,359.33
Meat,CUST_COUNT,8,4A,2024-12-09,1657.11
Dairy,REVENUE_USD,8,20A,2024-12-09,5937.72
Grocery,SYSTEM_ON,8,30C,2024-12-09,1.0
Seafood,CUST_COUNT,8,10A,2024-12-09,629.72
Seafood,REVENUE_USD,8,15B,2024-12-09,2649.03
Deli,REVENUE_USD,8,10A,2024-12-09,5100.94
Grocery,CUST_COUNT,8,15B,2024-12-09,489.07
Seafood,REVENUE_USD,8,15B,2024-12-09,3033.99
Seafood,REVENUE_USD,8,30C,2024-12-09,6852.77
Dairy,CUST_COUNT,8,30C,2024-12-09,1222.32
Meat,WASTE_LBS,8,10A,2024-12-09,29.38
Seafood,UNITS_SOLD,9,20A,2024-12-09,754.65
Dairy,SYSTEM_ON,9,10A,2024-12-09,1.0
Grocery,WASTE_LBS,9,30C,2024-12-09,0.0
Deli,REVENUE_USD,9,15B,2024-12-09,3849.32
Deli,CUST_COUNT,9,30C,2024-12-09,1430.08
Meat,WASTE_LBS,9,4A,2024-12-09,32.51
Meat,CUST_COUNT,9,30C,2024-12-09,1010.24
Seafood,CUST_COUNT,9,30C,2024-12-09,931.18
Produce,REVENUE_USD,10,10A,2024-12-09,3875.88
Deli,REVENUE_USD,10,20A,2024-12-09,5284.6
Produce,UNITS_SOLD,10,10A,2024-12-09,408.73
Grocery,REVENUE_USD,10,10A,2024-12-09,4404.53
Dairy,SYSTEM_ON,10,4A,2024-12-09,1.0
Bakery,CUST_COUNT,10,4A,2024-12-09,1356.68
Deli,SYSTEM_ON,10,10A,2024-12-09,1.0
Grocery,SYSTEM_ON,10,4A,2024-12-09,1.0
Bakery,REVENUE_USD,10,20A,2024-12-09,5433.62
Deli,WASTE_LBS,10,30C,2024-12-09,10.51
Grocery,CUST_COUNT,10,30C,2024-12-09,1361.26
Seafood,WASTE_LBS,10,4A,2024-12-09,15.22
Meat,CUST_COUNT,1,15B,2024-12-10,1101.34
Produce,CUST_COUNT,1,20A,2024-12-10,1252.25
Dairy,SYSTEM_ON,1,4A,2024-12-10,1.0
Produce,UNITS_SOLD,1,10A,2024-12-10,409.78
Dairy,WASTE_LBS,1,30C,2024-12-10,36.53
Grocery,CUST_COUNT,1,30C,2024-12-10,1540.04
Deli,SYSTEM_ON,1,30C,2024-12-10,1.0
Meat,REVENUE_USD,1,10A,2024-12-10,4245.4
Grocery,SYSTEM_ON,1,10A,2024-12-10,1.0
Bakery,CUST_COUNT,1,15B,2024-12-10,1604.75
Dairy,SYSTEM_ON,1,20A,2024-12-10,1.0
Produce,WASTE_LBS,1,10A,2024-12-10,23.06
Deli,CUST_COUNT,1,4A,2024-12-10,659.07
Dairy,WASTE_LBS,1,20A,2024-12-10,15.81
Grocery,WASTE_LBS,1,20A,2024-12-10,0.0
Produce,CUST_COUNT,1,20A,2024-12-10,1313.59
Seafood,CUST_COUNT,1,20A,2024-12-10,833.52
Seafood,REVENUE_USD,1,10A,2024-12-10,6467.52
Produce,SYSTEM_ON,1,20A,2024-12-10,1.0
Seafood,CUST_COUNT,2,10A,2024-12-10,779.65
Deli,REVENUE_USD,2,10A,2024-12-10,6874.44
Bakery,SYSTEM_ON,2,30C,2024-12-10,1.0
Deli,UNITS_SOLD,2,4A,2024-12-10,602.32
Meat,REVENUE_USD,2,4A,2024-12-10,3605.48
Deli,WASTE_LBS,2,20A,2024-12-10,5.02
Bakery,WASTE_LBS,2,30C,2024-12-10,22.35
Produce,WASTE_LBS,2,10A,2024-12-10,20.43
Seafood,WASTE_LBS,2,15B,2024-12-10,40.8
Grocery,CUST_COUNT,3,4A,2024-12-10,1207.31
Seafood,SYSTEM_ON,3,4A,2024-12-10,1.0
Bakery,SYSTEM_ON,3,10A,2024-12-10,1.0
Dairy,SYSTEM_ON,3,20A,2024-12-10,1.0
Seafood,CUST_COUNT,3,30C,2024-12-10,1647.13
Bakery,WASTE_LBS,3,4A,2024-12-10,65.0
Bakery,CUST_COUNT,3,4A,2024-12-10,867.26
Bakery,UNITS_SOLD,3,10A,2024-12-10,593.88
Meat,WASTE_LBS,3,20A,2024-12-10,18.73
Grocery,SYSTEM_ON,3,4A,2024-12-10,1.0
Produce,UNITS_SOLD,4,15B,2024-12-10,613.85
Meat,REVENUE_USD,4,10A,2024-12-10,6963.43
Deli,WASTE_LBS,4,10A,2024-12-10,21.25
Deli,REVENUE_USD,4,4A,2024-12-10,5733.1
Grocery,UNITS_SOLD,4,20A,2024-12-10,525.0
Produce,UNITS_SOLD,4,30C,2024-12-10,482.49
Produce,WASTE_LBS,4,10A,2024-12-10,7.02
Produce,WASTE_LBS,4,10A,2024-12-10,28.94
Grocery,REVENUE_USD,4,10A,2024-12-10,6116.76
Grocery,WASTE_LBS,5,30C,2024-12-10,19.84
Grocery,CUST_COUNT,5,20A,2024-12-10,1355.48
Seafood,CUST_COUNT,5,10A,2024-12-10,1487.73
Grocery,WASTE_LBS,5,20A,2024-12-10,24.98
Meat,WASTE_LBS,5,30C,2024-12-10,23.24
Seafood,REVENUE_USD,5,20A,2024-12-10,4733.96
Seafood,UNITS_SOLD,5,4A,2024-12-10,444.61
Deli,SYSTEM_ON,5,15B,2024-12-10,1.0
Deli,SYSTEM_ON,5,15B,2024-12-10,1.0
Dairy,REVENUE_USD,5,10A,2024-12-10,5189.63
Bakery,REVENUE_USD,5,4A,2024-12-10,4212.17
Produce,UNITS_SOLD,6,30C,2024-12-10,618.76
Grocery,WASTE_LBS,6,4A,2024-12-10,17.73
Produce,UNITS_SOLD,6,30C,2024-12-10,550.47
Produce,UNITS_SOLD,6,10A,2024-12-10,580.24
Meat,CUST_COUNT,6,15B,2024-12-10,1251.73
Bakery,REVENUE_USD,6,15B,2024-12-10,6452.5
Meat,SYSTEM_ON,6,30C,2024-12-10,1.0
Bakery,SYSTEM_ON,6,30C,2024-12-10,1.0
Deli,SYSTEM_ON,6,20A,2024-12-10,1.0
Dairy,UNITS_SOLD,6,4A,2024-12-10,367.46
Deli,SYSTEM_ON,6,4A,2024-12-10,1.0
Produce,REVENUE_USD,6,30C,2024-12-10,6472.71
Seafood,SYSTEM_ON,6,10A,2024-12-10,1.0
Produce,WASTE_LBS,6,20A,2024-12-10,37.23
Seafood,SYSTEM_ON,6,15B,2024-12-10,1.0
Seafood,CUST_COUNT,6,20A,2024-12-10,1171.75
Seafood,WASTE_LBS,6,30C,2024-12-10,7.21
Dairy,CUST_COUNT,6,30C,2024-12-10,905.78
Deli,UNITS_SOLD,6,20A,2024-12-10,522.77
Deli,REVENUE_USD,7,20A,2024-12-10,6216.36
Produce,CUST_COUNT,7,4A,2024-12-10,1617.14
Meat,SYSTEM_ON,7,20A,2024-12-10,1.0
Grocery,REVENUE_USD,7,4A,2024-12-10,4138.97
Deli,REVENUE_USD,7,15B,2024-12-10,2575.75
Seafood,SYSTEM_ON,7,15B,2024-12-10,1.0
Dairy,REVENUE_USD,7,20A,2024-12-10,3852.79
Produce,CUST_COUNT,7,4A,2024-12-10,1162.18
Meat,REVENUE_USD,8,30C,2024-12-10,5989.37
Deli,SYSTEM_ON,8,4A,2024-12-10,1.0
Seafood,UNITS_SOLD,8,20A,2024-12-10,501.66
Deli,CUST_COUNT,8,20A,2024-12-10,951.17
Produce,REVENUE_USD,8,10A,2024-12-10,4487.47
Meat,SYSTEM_ON,8,30C,2024-12-10,1.0
Bakery,SYSTEM_ON,8,20A,2024-12-10,1.0
Meat,SYSTEM_ON,8,15B,2024-12-10,1.0
Produce,SYSTEM_ON,8,15B,2024-12-10,1.0
Seafood,WASTE_LBS,8,4A,2024-12-10,26.66
Meat,WASTE_LBS,8,4A,2024-12-10,34.26
Dairy,SYSTEM_ON,8,15B,2024-12-10,1.0
Dairy,SYSTEM_ON,8,20A,2024-12-10,1.0
Grocery,SYSTEM_ON,8,20A,2024-12-10,1.0
Grocery,SYSTEM_ON,8,30C,2024-12-10,1.0
Dairy,SYSTEM_ON,9,4A,2024-12-10,1.0
Grocery,SYSTEM_ON,9,30C,2024-12-10,1.0
Dairy,SYSTEM_ON,9,4A,2024-12-10,1.0
Grocery,REVENUE_USD,9,20A,2024-12-10,6037.88
Grocery,UNITS_SOLD,9,15B,2024-12-10,468.29
Deli,SYSTEM_ON,9,30C,2024-12-10,1.0
Grocery,UNITS_SOLD,9,10A,2024-12-10,565.97
Seafood,REVENUE_USD,9,4A,2024-12-10,5210.71
Meat,WASTE_LBS,9,20A,2024-12-10,13.35
Seafood,SYSTEM_ON,9,4A,2024-12-10,1.0
Grocery,SYSTEM_ON,9,30C,2024-12-10,1.0
Bakery,UNITS_SOLD,9,15B,2024-12-10,424.58
Dairy,SYSTEM_ON,10,20A,2024-12-10,1.0
Deli,SYSTEM_ON,10,30C,2024-12-10,1.0
Dairy,REVENUE_USD,10,4A,2024-12-10,5696.33
Bakery,SYSTEM_ON,10,20A,2024-12-10,1.0
Bakery,REVENUE_USD,10,10A,2024-12-10,5343.12
Produce,WASTE_LBS,10,20A,2024-12-10,29.88
Deli,WASTE_LBS,10,20A,2024-12-10,26.51
Meat,SYSTEM_ON,10,15B,2024-12-10,1.0
Meat,UNITS_SOLD,10,15B,2024-12-10,539.79
Bakery,SYSTEM_ON,10,10A,2024-12-10,1.0
Seafood,CUST_COUNT,10,10A,2024-12-10,926.72
Deli,WASTE_LBS,10,20A,2024-12-10,33.93
Dairy,SYSTEM_ON,1,30C,2024-12-11,1.0
Seafood,UNITS_SOLD,1,30C,2024-12-11,466.59
Grocery,UNITS_SOLD,1,20A,2024-12-11,634.81
Dairy,CUST_COUNT,1,10A,2024-12-11,1053.93
Seafood,WASTE_LBS,1,20A,2024-12-11,8.12
Deli,SYSTEM_ON,1,15B,2024-12-11,1.0
Seafood,UNITS_SOLD,1,10A,2024-12-11,551.82
Deli,CUST_COUNT,1,20A,2024-12-11,1281.86
Grocery,SYSTEM_ON,1,20A,2024-12-11,1.0
Dairy,CUST_COUNT,1,20A,2024-12-11,1189.8
Dairy,CUST_COUNT,1,15B,2024-12-11,1307.51
Grocery,REVENUE_USD,1,10A,2024-12-11,4703.38
Seafood,REVENUE_USD,1,20A,2024-12-11,4825.68
Bakery,UNITS_SOLD,1,30C,2024-12-11,533.65
Grocery,REVENUE_USD,1,4A,2024-12-11,5239.33
Produce,WASTE_LBS,1,10A,2024-12-11,8.95
Dairy,CUST_COUNT,2,10A,2024-12-11,1560630.0
Dairy,REVENUE_USD,2,4A,2024-12-11,6294.14
Grocery,SYSTEM_ON,2,15B,2024-12-11,1.0
Seafood,SYSTEM_ON,2,30C,2024-12-11,1.0
Grocery,WASTE_LBS,2,10A,2024-12-11,9.04
Bakery,UNITS_SOLD,2,20A,2024-12-11,489.46
Grocery,CUST_COUNT,2,20A,2024-12-11,1123.56
Dairy,SYSTEM_ON,2,15B,2024-12-11,1.0
Produce,CUST_COUNT,2,30C,2024-12-11,1313.75
Dairy,UNITS_SOLD,2,20A,2024-12-11,680.58
Dairy,WASTE_LBS,2,30C,2024-12-11,18.69
Meat,REVENUE_USD,2,30C,2024-12-11,7128.52
Bakery,CUST_COUNT,2,30C,2024-12-11,646.76
Dairy,SYSTEM_ON,2,20A,2024-12-11,1.0
Grocery,CUST_COUNT,3,15B,2024-12-11,1371.23
Produce,CUST_COUNT,3,15B,2024-12-11,601.24
Deli,REVENUE_USD,3,20A,2024-12-11,5062.04
Bakery,UNITS_SOLD,3,30C,2024-12-11,395.13
Seafood,UNITS_SOLD,3,4A,2024-12-11,420.77
Produce,WASTE_LBS,3,15B,2024-12-11,0.0
Produce,WASTE_LBS,3,4A,2024-12-11,16.12
Deli,REVENUE_USD,3,10A,2024-12-11,6386.2
Meat,WASTE_LBS,3,20A,2024-12-11,0.0
Grocery,SYSTEM_ON,3,30C,2024-12-11,1.0
Bakery,SYSTEM_ON,3,30C,2024-12-11,1.0
Seafood,SYSTEM_ON,3,10A,2024-12-11,1.0
Seafood,UNITS_SOLD,3,4A,2024-12-11,437.24
Deli,CUST_COUNT,3,10A,2024-12-11,633.97
Meat,UNITS_SOLD,3,30C,2024-12-11,447.85
Deli,UNITS_SOLD,4,4A,2024-12-11,545.13
Bakery,SYSTEM_ON,4,15B,2024-12-11,1.0
Bakery,SYSTEM_ON,4,10A,2024-12-11,1.0
Dairy,REVENUE_USD,4,30C,2024-12-11,7122.74
Deli,SYSTEM_ON,4,10A,2024-12-11,1.0
Deli,SYSTEM_ON,4,10A,2024-12-11,1.0
Produce,SYSTEM_ON,4,20A,2024-12-11,1.0
Deli,UNITS_SOLD,4,15B,2024-12-11,462.52
Produce,SYSTEM_ON,4,20A,2024-12-11,1.0
Grocery,WASTE_LBS,4,10A,2024-12-11,21.04
Deli,WASTE_LBS,4,15B,2024-12-11,0.0
Seafood,WASTE_LBS,4,20A,2024-12-11,13.52
Bakery,REVENUE_USD,4,10A,2024-12-11,2986.66
Dairy,SYSTEM_ON,4,20A,2024-12-11,1.0
Meat,UNITS_SOLD,5,15B,2024-12-11,623.33
Bakery,REVENUE_USD,5,10A,2024-12-11,4647.5
Bakery,WASTE_LBS,5,10A,2024-12-11,35.41
Bakery,UNITS_SOLD,5,15B,2024-12-11,553.49
Produce,UNITS_SOLD,5,10A,2024-12-11,463.57
Grocery,CUST_COUNT,5,30C,2024-12-11,923.55
Meat,CUST_COUNT,6,20A,2024-12-11,1319.98
Grocery,UNITS_SOLD,6,20A,2024-12-11,355.16
Meat,CUST_COUNT,6,15B,2024-12-11,717.4
Grocery,WASTE_LBS,6,20A,2024-12-11,16.27
Seafood,SYSTEM_ON,6,10A,2024-12-11,1.0
Meat,CUST_COUNT,6,30C,2024-12-11,1412.79
Seafood,WASTE_LBS,6,4A,2024-12-11,16.12
Bakery,CUST_COUNT,6,20A,2024-12-11,868.82
Bakery,SYSTEM_ON,6,10A,2024-12-11,1.0
Meat,REVENUE_USD,6,4A,2024-12-11,3203.77
Deli,SYSTEM_ON,6,30C,2024-12-11,1.0
Seafood,SYSTEM_ON,6,20A,2024-12-11,1.0
Bakery,UNITS_SOLD,6,4A,2024-12-11,416.61
Bakery,SYSTEM_ON,6,10A,2024-12-11,1.0
Bakery,REVENUE_USD,6,10A,2024-12-11,4002.27
Grocery,REVENUE_USD,6,4A,2024-12-11,4892.1
Meat,CUST_COUNT,6,20A,2024-12-11,1333.27
Seafood,UNITS_SOLD,7,10A,2024-12-11,540.81
Produce,UNITS_SOLD,7,15B,2024-12-11,440.77
Bakery,UNITS_SOLD,7,10A,2024-12-11,354.35
Dairy,CUST_COUNT,7,20A,2024-12-11,1036.23
Dairy,WASTE_LBS,7,4A,2024-12-11,31.39
Dairy,WASTE_LBS,7,15B,2024-12-11,6.08
Deli,REVENUE_USD,7,30C,2024-12-11,6942.14
Bakery,UNITS_SOLD,7,30C,2024-12-11,473.09
Produce,SYSTEM_ON,7,20A,2024-12-11,1.0
Dairy,CUST_COUNT,7,20A,2024-12-11,1189.67
Deli,UNITS_SOLD,7,20A,2024-12-11,506.56
Deli,UNITS_SOLD,7,20A,2024-12-11,485.83
Grocery,REVENUE_USD,7,20A,2024-12-11,5661.83
Produce,UNITS_SOLD,7,4A,2024-12-11,359.66
Deli,REVENUE_USD,8,30C,2024-12-11,4079.91
Produce,SYSTEM_ON,8,4A,2024-12-11,1.0
Deli,UNITS_SOLD,8,20A,2024-12-11,605.21
Grocery,UNITS_SOLD,8,10A,2024-12-11,404.94
Seafood,SYSTEM_ON,8,20A,2024-12-11,1.0
Meat,REVENUE_USD,8,4A,2024-12-11,3957.43
Produce,WASTE_LBS,8,30C,2024-12-11,21.06
Grocery,WASTE_LBS,8,20A,2024-12-11,34.88
Seafood,SYSTEM_ON,8,30C,2024-12-11,1.0
Dairy,WASTE_LBS,8,4A,2024-12-11,10.83
Grocery,CUST_COUNT,9,20A,2024-12-11,1139.05
Deli,SYSTEM_ON,9,20A,2024-12-11,1.0
Seafood,CUST_COUNT,9,30C,2024-12-11,1538.58
Meat,UNITS_SOLD,9,4A,2024-12-11,517.9
Meat,REVENUE_USD,9,4A,2024-12-11,4329.08
Meat,SYSTEM_ON,9,20A,2024-12-11,1.0
Produce,SYSTEM_ON,9,20A,2024-12-11,1.0
Seafood,WASTE_LBS,9,10A,2024-12-11,30.6
Produce,CUST_COUNT,9,10A,2024-12-11,1317.59
Seafood,REVENUE_USD,9,4A,2024-12-11,5317.71
Grocery,UNITS_SOLD,9,15B,2024-12-11,411.99
Seafood,REVENUE_USD,9,20A,2024-12-11,4946.55
Produce,SYSTEM_ON,9,10A,2024-12-11,1.0
Bakery,REVENUE_USD,9,30C,2024-12-11,4317.1
Deli,WASTE_LBS,9,20A,2024-12-11,5.4
Seafood,CUST_COUNT,9,20A,2024-12-11,857.2
Produce,SYSTEM_ON,9,20A,2024-12-11,1.0
Deli,WASTE_LBS,9,15B,2024-12-11,9.79
Dairy,REVENUE_USD,10,20A,2024-12-11,4820.17
Meat,REVENUE_USD,10,15B,2024-12-11,5194.41
Seafood,WASTE_LBS,10,10A,2024-12-11,20.49
Deli,UNITS_SOLD,10,4A,2024-12-11,571.44
Deli,CUST_COUNT,10,20A,2024-12-11,1096.01
Produce,WASTE_LBS,10,30C,2024-12-11,25.14
Dairy,CUST_COUNT,10,4A,2024-12-11,1070.31
Bakery,SYSTEM_ON,10,30C,2024-12-11,1.0
Dairy,WASTE_LBS,10,15B,2024-12-11,31.83
Seafood,REVENUE_USD,10,20A,2024-12-11,5205.42
Seafood,CUST_COUNT,10,15B,2024-12-11,1305.43
Deli,UNITS_SOLD,1,30C,2024-12-12,542.79
Grocery,CUST_COUNT,1,15B,2024-12-12,942.77
Dairy,WASTE_LBS,1,30C,2024-12-12,34.15
Grocery,UNITS_SOLD,1,30C,2024-12-12,314.23
Grocery,WASTE_LBS,1,20A,2024-12-12,21.83
Deli,REVENUE_USD,1,15B,2024-12-12,4966.53
Bakery,REVENUE_USD,1,20A,2024-12-12,3035.82
Bakery,WASTE_LBS,1,10A,2024-12-12,55.63
Deli,UNITS_SOLD,1,20A,2024-12-12,567.85
Bakery,REVENUE_USD,1,10A,2024-12-12,4212.13
Dairy,SYSTEM_ON,1,30C,2024-12-12,1.0
Meat,UNITS_SOLD,1,4A,2024-12-12,643.05
Seafood,WASTE_LBS,1,30C,2024-12-12,23.79
Seafood,SYSTEM_ON,1,20A,2024-12-12,1.0
Meat,SYSTEM_ON,1,15B,2024-12-12,1.0
Deli,CUST_COUNT,2,20A,2024-12-12,1463.52
Deli,UNITS_SOLD,2,30C,2024-12-12,633.11
Seafood,WASTE_LBS,2,30C,2024-12-12,23.32
Bakery,REVENUE_USD,2,20A,2024-12-12,5470.86
Dairy,WASTE_LBS,2,15B,2024-12-12,30.15
Meat,CUST_COUNT,2,10A,2024-12-12,1395.63
Bakery,UNITS_SOLD,2,30C,2024-12-12,611.08
Deli,SYSTEM_ON,2,30C,2024-12-12,1.0
Meat,SYSTEM_ON,2,4A,2024-12-12,1.0
Seafood,WASTE_LBS,2,20A,2024-12-12,0.0
Dairy,UNITS_SOLD,2,4A,2024-12-12,468.58
Bakery,WASTE_LBS,2,30C,2024-12-12,24.88
Produce,WASTE_LBS,2,10A,2024-12-12,16.17
Produce,REVENUE_USD,3,30C,2024-12-12,5695.55
Dairy,UNITS_SOLD,3,20A,2024-12-12,393.68
Produce,CUST_COUNT,3,30C,2024-12-12,1394.19
Produce,REVENUE_USD,3,4A,2024-12-12,3959.19
Produce,UNITS_SOLD,3,15B,2024-12-12,635.86
Grocery,REVENUE_USD,3,20A,2024-12-12,5292.3
Seafood,CUST_COUNT,3,10A,2024-12-12,1040.08
Dairy,UNITS_SOLD,3,20A,2024-12-12,556.89
Seafood,WASTE_LBS,3,4A,2024-12-12,10.2
Seafood,WASTE_LBS,3,15B,2024-12-12,21.79
Seafood,UNITS_SOLD,3,4A,2024-12-12,537.02
Deli,UNITS_SOLD,3,15B,2024-12-12,459.41
Bakery,CUST_COUNT,3,15B,2024-12-12,869.69
Produce,CUST_COUNT,3,20A,2024-12-12,1322.36
Deli,CUST_COUNT,3,30C,2024-12-12,1016.04
Bakery,UNITS_SOLD,3,4A,2024-12-12,496.59
Meat,CUST_COUNT,4,15B,2024-12-12,1184.46
Deli,WASTE_LBS,4,4A,2024-12-12,13.61
Deli,REVENUE_USD,4,4A,2024-12-12,4818.23
Bakery,SYSTEM_ON,4,4A,2024-12-12,1.0
